Date,last price
5/20/2011, 21.63 
5/23/2011, 21.75 
5/24/2011, 23.25 
5/25/2011, 23.25 
5/26/2011, 23.00 
5/27/2011, 23.00 
5/30/2011, 22.63 
5/31/2011, 22.25 
6/1/2011, 22.63 
6/2/2011, 22.50 
6/3/2011, 22.63 
6/6/2011, 22.50 
6/7/2011, 22.25 
6/8/2011, 22.00 
6/9/2011, 21.88 
6/10/2011, 22.00 
6/13/2011, 21.88 
6/14/2011, 22.50 
6/15/2011, 22.38 
6/16/2011, 22.25 
6/17/2011, 21.88 
6/20/2011, 21.25 
6/21/2011, 21.50 
6/22/2011, 21.50 
6/23/2011, 21.50 
6/24/2011, 21.75 
6/27/2011, 21.50 
6/28/2011, 21.63 
6/29/2011, 22.00 
6/30/2011, 22.13 
7/4/2011, 23.25 
7/5/2011, 22.75 
7/6/2011, 22.88 
7/7/2011, 23.75 
7/8/2011, 23.88 
7/11/2011, 23.25 
7/12/2011, 23.00 
7/13/2011, 23.63 
7/14/2011, 23.75 
7/18/2011, 23.75 
7/19/2011, 23.50 
7/20/2011, 23.50 
7/21/2011, 23.63 
7/22/2011, 23.88 
7/25/2011, 23.88 
7/26/2011, 23.75 
7/27/2011, 23.75 
7/28/2011, 24.50 
7/29/2011, 24.75 
8/1/2011, 25.00 
8/2/2011, 24.88 
8/3/2011, 24.88 
8/4/2011, 24.88 
8/5/2011, 24.50 
8/8/2011, 23.75 
8/9/2011, 23.50 
8/10/2011, 23.63 
8/11/2011, 23.75 
8/15/2011, 24.63 
8/16/2011, 24.63 
8/17/2011, 25.13 
8/18/2011, 25.63 
8/19/2011, 25.25 
8/22/2011, 25.00 
8/23/2011, 25.13 
8/24/2011, 25.00 
8/25/2011, 24.88 
8/26/2011, 25.38 
8/29/2011, 25.13 
8/30/2011, 24.88 
8/31/2011, 25.63 
9/1/2011, 25.75 
9/2/2011, 25.38 
9/5/2011, 25.25 
9/6/2011, 25.50 
9/7/2011, 25.63 
9/8/2011, 25.50 
9/9/2011, 25.63 
9/12/2011, 25.50 
9/13/2011, 25.25 
9/14/2011, 24.63 
9/15/2011, 24.88 
9/16/2011, 24.75 
9/19/2011, 24.50 
9/20/2011, 25.13 
9/21/2011, 25.13 
9/22/2011, 24.38 
9/23/2011, 24.50 
9/26/2011, 24.00 
9/27/2011, 23.88 
9/28/2011, 23.38 
9/29/2011, 23.75 
9/30/2011, 24.00 
10/3/2011, 22.25 
10/4/2011, 21.88 
10/5/2011, 22.63 
10/6/2011, 23.38 
10/7/2011, 23.75 
10/10/2011, 23.63 
10/11/2011, 24.25 
10/12/2011, 24.13 
10/13/2011, 24.25 
10/14/2011, 24.50 
10/17/2011, 24.50 
10/18/2011, 24.25 
10/19/2011, 23.25 
10/20/2011, 22.50 
10/21/2011, 22.75 
10/25/2011, 22.88 
10/26/2011, 22.50 
10/27/2011, 22.63 
10/28/2011, 23.13 
10/31/2011, 23.50 
11/1/2011, 23.13 
11/2/2011, 22.88 
11/3/2011, 23.00 
11/4/2011, 22.63 
11/7/2011, 22.50 
11/8/2011, 23.63 
11/9/2011, 23.38 
11/10/2011, 23.38 
11/11/2011, 24.13 
11/14/2011, 24.00 
11/15/2011, 24.00 
11/16/2011, 24.38 
11/17/2011, 24.38 
11/18/2011, 24.13 
11/21/2011, 24.13 
11/22/2011, 24.50 
11/23/2011, 24.38 
11/24/2011, 24.13 
11/25/2011, 24.25 
11/28/2011, 25.00 
11/29/2011, 25.00 
11/30/2011, 25.00 
12/1/2011, 25.00 
12/2/2011, 25.38 
12/6/2011, 25.25 
12/7/2011, 25.50 
12/8/2011, 25.50 
12/9/2011, 25.63 
12/13/2011, 26.00 
12/14/2011, 26.00 
12/15/2011, 26.50 
12/16/2011, 26.13 
12/19/2011, 25.88 
12/20/2011, 25.75 
12/21/2011, 26.50 
12/22/2011, 25.88 
12/23/2011, 25.63 
12/26/2011, 25.63 
12/27/2011, 25.63 
12/28/2011, 25.63 
12/29/2011, 25.63 
12/30/2011, 25.88 
1/4/2012, 26.13 
1/5/2012, 27.38 
1/6/2012, 27.25 
1/9/2012, 26.88 
1/10/2012, 27.13 
1/11/2012, 27.25 
1/12/2012, 27.50 
1/13/2012, 27.38 
1/16/2012, 27.13 
1/17/2012, 27.75 
1/18/2012, 27.75 
1/19/2012, 27.88 
1/20/2012, 27.88 
1/23/2012, 28.00 
1/24/2012, 28.38 
1/25/2012, 28.13 
1/26/2012, 27.75 
1/27/2012, 28.00 
1/30/2012, 28.25 
1/31/2012, 29.25 
2/1/2012, 30.00 
2/2/2012, 29.50 
2/3/2012, 30.00 
2/6/2012, 29.25 
2/7/2012, 29.00 
2/8/2012, 29.00 
2/9/2012, 28.25 
2/10/2012, 28.75 
2/13/2012, 28.38 
2/14/2012, 28.63 
2/15/2012, 29.00 
2/16/2012, 29.25 
2/17/2012, 29.50 
2/20/2012, 29.63 
2/21/2012, 29.38 
2/22/2012, 30.25 
2/23/2012, 30.75 
2/24/2012, 31.00 
2/27/2012, 31.50 
2/28/2012, 32.13 
2/29/2012, 33.13 
3/1/2012, 32.75 
3/2/2012, 32.75 
3/5/2012, 32.63 
3/6/2012, 32.63 
3/8/2012, 32.88 
3/9/2012, 32.88 
3/12/2012, 32.75 
3/13/2012, 32.75 
3/14/2012, 32.75 
3/15/2012, 32.25 
3/16/2012, 32.50 
3/19/2012, 32.25 
3/20/2012, 32.13 
3/21/2012, 32.00 
3/22/2012, 31.88 
3/23/2012, 32.00 
3/26/2012, 31.88 
3/27/2012, 33.00 
3/28/2012, 32.63 
3/29/2012, 32.63 
3/30/2012, 32.75 
4/2/2012, 32.63 
4/3/2012, 33.88 
4/4/2012, 33.75 
4/5/2012, 33.50 
4/10/2012, 32.88 
4/11/2012, 32.63 
4/12/2012, 33.13 
4/17/2012, 32.63 
4/18/2012, 32.88 
4/19/2012, 33.75 
4/20/2012, 34.75 
4/23/2012, 34.88 
4/24/2012, 35.50 
4/25/2012, 37.00 
4/26/2012, 36.38 
4/27/2012, 37.25 
4/30/2012, 38.25 
5/2/2012, 38.25 
5/3/2012, 39.25 
5/4/2012, 37.25 
5/8/2012, 38.50 
5/9/2012, 36.00 
5/10/2012, 35.75 
5/11/2012, 37.00 
5/14/2012, 35.75 
5/15/2012, 36.25 
5/16/2012, 36.50 
5/17/2012, 36.00 
5/18/2012, 35.25 
5/21/2012, 35.25 
5/22/2012, 34.75 
5/23/2012, 33.75 
5/24/2012, 34.75 
5/25/2012, 35.25 
5/28/2012, 35.75 
5/29/2012, 36.00 
5/30/2012, 35.50 
5/31/2012, 34.25 
6/1/2012, 33.50 
6/5/2012, 32.75 
6/6/2012, 33.75 
6/7/2012, 33.75 
6/8/2012, 34.00 
6/11/2012, 34.50 
6/12/2012, 34.50 
6/13/2012, 35.00 
6/14/2012, 35.25 
6/15/2012, 36.00 
6/18/2012, 35.50 
6/19/2012, 35.25 
6/20/2012, 35.50 
6/21/2012, 35.00 
6/22/2012, 34.75 
6/25/2012, 35.25 
6/26/2012, 35.25 
6/27/2012, 35.75 
6/28/2012, 36.75 
6/29/2012, 35.50 
7/2/2012, 35.75 
7/3/2012, 36.50 
7/4/2012, 36.00 
7/5/2012, 35.50 
7/6/2012, 35.25 
7/9/2012, 35.75 
7/10/2012, 36.00 
7/11/2012, 36.25 
7/12/2012, 35.50 
7/13/2012, 35.75 
7/16/2012, 35.75 
7/17/2012, 36.25 
7/18/2012, 36.00 
7/19/2012, 35.50 
7/20/2012, 36.25 
7/23/2012, 35.75 
7/24/2012, 35.25 
7/25/2012, 34.25 
7/26/2012, 34.00 
7/27/2012, 33.25 
7/30/2012, 33.25 
7/31/2012, 34.00 
8/1/2012, 34.75 
8/3/2012, 35.25 
8/6/2012, 35.00 
8/7/2012, 33.75 
8/8/2012, 32.75 
8/9/2012, 33.00 
8/10/2012, 33.00 
8/14/2012, 33.75 
8/15/2012, 33.75 
8/16/2012, 34.00 
8/17/2012, 33.75 
8/20/2012, 34.25 
8/21/2012, 33.75 
8/22/2012, 33.75 
8/23/2012, 34.50 
8/24/2012, 34.00 
8/27/2012, 34.00 
8/28/2012, 34.00 
8/29/2012, 33.75 
8/30/2012, 33.75 
8/31/2012, 34.50 
9/3/2012, 34.25 
9/4/2012, 34.25 
9/5/2012, 34.00 
9/6/2012, 34.25 
9/7/2012, 34.75 
9/10/2012, 35.25 
9/11/2012, 35.25 
9/12/2012, 35.25 
9/13/2012, 34.75 
9/14/2012, 35.00 
9/17/2012, 34.00 
9/18/2012, 34.00 
9/19/2012, 34.00 
9/20/2012, 34.00 
9/21/2012, 34.00 
9/24/2012, 33.75 
9/25/2012, 34.00 
9/26/2012, 34.00 
9/27/2012, 34.50 
9/28/2012, 35.50 
10/1/2012, 36.00 
10/2/2012, 36.25 
10/3/2012, 37.50 
10/4/2012, 38.50 
10/5/2012, 38.00 
10/8/2012, 38.25 
10/9/2012, 38.00 
10/10/2012, 37.50 
10/11/2012, 38.75 
10/12/2012, 39.25 
10/15/2012, 39.50 
10/16/2012, 39.75 
10/17/2012, 39.50 
10/18/2012, 39.50 
10/19/2012, 38.75 
10/22/2012, 39.50 
10/24/2012, 40.00 
10/25/2012, 40.25 
10/26/2012, 40.00 
10/29/2012, 39.25 
10/30/2012, 39.75 
10/31/2012, 39.75 
11/1/2012, 40.00 
11/2/2012, 40.75 
11/5/2012, 40.75 
11/6/2012, 40.25 
11/7/2012, 39.75 
11/8/2012, 39.75 
11/9/2012, 40.25 
11/12/2012, 40.75 
11/13/2012, 40.25 
11/14/2012, 40.50 
11/15/2012, 40.25 
11/16/2012, 40.50 
11/19/2012, 40.75 
11/20/2012, 40.75 
11/21/2012, 40.00 
11/22/2012, 39.00 
11/23/2012, 40.00 
11/26/2012, 40.75 
11/27/2012, 40.50 
11/28/2012, 40.75 
11/29/2012, 39.50 
11/30/2012, 39.50 
12/3/2012, 40.25 
12/4/2012, 40.25 
12/6/2012, 40.50 
12/7/2012, 41.00 
12/11/2012, 42.00 
12/12/2012, 42.50 
12/13/2012, 42.00 
12/14/2012, 43.75 
12/17/2012, 45.25 
12/18/2012, 46.25 
12/19/2012, 47.00 
12/20/2012, 46.50 
12/21/2012, 45.25 
12/24/2012, 44.75 
12/25/2012, 44.25 
12/26/2012, 46.00 
12/27/2012, 46.25 
12/28/2012, 46.00 
1/2/2013, 45.75 
1/3/2013, 44.50 
1/4/2013, 44.75 
1/7/2013, 45.25 
1/8/2013, 46.00 
1/9/2013, 45.75 
1/10/2013, 45.00 
1/11/2013, 45.00 
1/14/2013, 45.25 
1/15/2013, 45.25 
1/16/2013, 44.75 
1/17/2013, 45.75 
1/18/2013, 46.25 
1/21/2013, 47.50 
1/22/2013, 47.75 
1/23/2013, 48.00 
1/24/2013, 48.00 
1/25/2013, 49.00 
1/28/2013, 48.25 
1/29/2013, 48.00 
1/30/2013, 47.25 
1/31/2013, 46.75 
2/1/2013, 47.50 
2/4/2013, 48.50 
2/5/2013, 47.75 
2/6/2013, 47.00 
2/7/2013, 47.00 
2/8/2013, 47.00 
2/11/2013, 47.25 
2/12/2013, 47.75 
2/13/2013, 48.25 
2/14/2013, 48.25 
2/15/2013, 48.50 
2/18/2013, 49.25 
2/19/2013, 49.50 
2/20/2013, 52.00 
2/21/2013, 49.75 
2/22/2013, 47.75 
2/26/2013, 46.75 
2/27/2013, 46.75 
2/28/2013, 47.25 
3/1/2013, 47.75 
3/4/2013, 47.00 
3/5/2013, 47.75 
3/6/2013, 47.50 
3/7/2013, 47.50 
3/8/2013, 47.25 
3/11/2013, 46.50 
3/12/2013, 45.50 
3/13/2013, 46.75 
3/14/2013, 46.00 
3/15/2013, 45.75 
3/18/2013, 45.50 
3/19/2013, 44.75 
3/20/2013, 45.75 
3/21/2013, 46.00 
3/22/2013, 45.00 
3/25/2013, 45.00 
3/26/2013, 45.00 
3/27/2013, 45.00 
3/28/2013, 45.75 
3/29/2013, 46.25 
4/1/2013, 46.00 
4/2/2013, 46.75 
4/3/2013, 46.25 
4/4/2013, 46.25 
4/5/2013, 45.00 
4/9/2013, 45.00 
4/10/2013, 45.75 
4/11/2013, 46.00 
4/12/2013, 46.00 
4/17/2013, 45.50 
4/18/2013, 45.50 
4/19/2013, 46.25 
4/22/2013, 43.50 
4/23/2013, 39.00 
4/24/2013, 41.00 
4/25/2013, 43.75 
4/26/2013, 43.75 
4/29/2013, 44.00 
4/30/2013, 41.50 
5/2/2013, 41.50 
5/3/2013, 42.00 
5/7/2013, 41.50 
5/8/2013, 41.50 
5/9/2013, 41.00 
5/10/2013, 42.00 
5/13/2013, 43.00 
5/14/2013, 43.00 
5/15/2013, 43.00 
5/16/2013, 43.00 
5/17/2013, 43.50 
5/20/2013, 44.00 
5/21/2013, 43.50 
5/22/2013, 43.25 
5/23/2013, 43.50 
5/27/2013, 43.75 
5/28/2013, 43.75 
5/29/2013, 43.25 
5/30/2013, 43.00 
5/31/2013, 42.00 
6/3/2013, 41.75 
6/4/2013, 41.50 
6/5/2013, 40.75 
6/6/2013, 41.25 
6/7/2013, 41.75 
6/10/2013, 40.25 
6/11/2013, 41.00 
6/12/2013, 40.50 
6/13/2013, 40.25 
6/14/2013, 40.50 
6/17/2013, 38.50 
6/18/2013, 37.50 
6/19/2013, 34.50 
6/20/2013, 36.25 
6/21/2013, 36.25 
6/24/2013, 37.25 
6/25/2013, 39.00 
6/26/2013, 38.75 
6/27/2013, 39.00 
6/28/2013, 38.75 
7/2/2013, 38.00 
7/3/2013, 37.25 
7/4/2013, 36.75 
7/5/2013, 35.75 
7/8/2013, 35.75 
7/9/2013, 35.25 
7/10/2013, 37.25 
7/11/2013, 37.50 
7/12/2013, 37.50 
7/15/2013, 37.75 
7/16/2013, 37.25 
7/17/2013, 38.50 
7/18/2013, 37.50 
7/19/2013, 38.25 
7/23/2013, 38.25 
7/24/2013, 37.25 
7/25/2013, 37.50 
7/26/2013, 37.25 
7/29/2013, 36.50 
7/30/2013, 35.00 
7/31/2013, 34.00 
8/1/2013, 34.00 
8/2/2013, 35.25 
8/5/2013, 37.00 
8/6/2013, 36.75 
8/7/2013, 36.00 
8/8/2013, 35.75 
8/9/2013, 38.25 
8/13/2013, 39.00 
8/14/2013, 38.75 
8/15/2013, 38.25 
8/16/2013, 36.25 
8/19/2013, 35.75 
8/20/2013, 36.00 
8/21/2013, 35.25 
8/22/2013, 34.50 
8/23/2013, 35.00 
8/26/2013, 34.00 
8/27/2013, 32.75 
8/28/2013, 34.00 
8/29/2013, 32.75 
8/30/2013, 33.25 
9/2/2013, 34.25 
9/3/2013, 33.75 
9/4/2013, 33.50 
9/5/2013, 33.50 
9/6/2013, 34.50 
9/9/2013, 36.00 
9/10/2013, 35.75 
9/11/2013, 34.50 
9/12/2013, 34.00 
9/13/2013, 35.00 
9/16/2013, 35.75 
9/17/2013, 35.50 
9/18/2013, 39.75 
9/19/2013, 39.75 
9/20/2013, 39.00 
9/23/2013, 37.75 
9/24/2013, 37.75 
9/25/2013, 35.25 
9/26/2013, 36.00 
9/27/2013, 35.25 
9/30/2013, 36.75 
10/1/2013, 36.75 
10/2/2013, 37.00 
10/3/2013, 37.00 
10/4/2013, 36.25 
10/7/2013, 37.75 
10/8/2013, 38.25 
10/9/2013, 39.25 
10/10/2013, 38.75 
10/11/2013, 39.00 
10/14/2013, 39.25 
10/15/2013, 38.50 
10/16/2013, 38.50 
10/17/2013, 39.00 
10/18/2013, 37.75 
10/21/2013, 38.50 
10/22/2013, 39.75 
10/24/2013, 39.00 
10/25/2013, 38.75 
10/28/2013, 39.00 
10/29/2013, 38.75 
10/30/2013, 39.25 
10/31/2013, 38.75 
11/1/2013, 37.50 
11/4/2013, 38.00 
11/5/2013, 39.75 
11/6/2013, 41.50 
11/7/2013, 40.50 
11/8/2013, 40.25 
11/11/2013, 41.00 
11/12/2013, 40.25 
11/13/2013, 41.25 
11/14/2013, 41.25 
11/15/2013, 42.00 
11/18/2013, 42.00 
11/19/2013, 42.25 
11/20/2013, 41.75 
11/21/2013, 41.00 
11/22/2013, 41.25 
11/25/2013, 42.00 
11/26/2013, 41.50 
11/27/2013, 40.75 
11/28/2013, 40.75 
11/29/2013, 40.75 
12/2/2013, 41.00 
12/3/2013, 41.75 
12/4/2013, 41.50 
12/6/2013, 42.00 
12/9/2013, 43.25 
12/11/2013, 43.25 
12/12/2013, 43.00 
12/13/2013, 43.00 
12/16/2013, 44.00 
12/17/2013, 43.75 
12/18/2013, 43.75 
12/19/2013, 44.25 
12/20/2013, 44.75 
12/23/2013, 44.50 
12/24/2013, 44.25 
12/25/2013, 42.75 
12/26/2013, 42.00 
12/27/2013, 40.00 
1/2/2014, 40.00 
1/3/2014, 40.25 
1/6/2014, 41.00 
1/7/2014, 40.50 
1/8/2014, 41.00 
1/9/2014, 39.75 
1/10/2014, 40.75 
1/13/2014, 39.75 
1/14/2014, 39.25 
1/15/2014, 39.75 
1/16/2014, 39.50 
1/17/2014, 40.25 
1/20/2014, 40.50 
1/21/2014, 39.75 
1/22/2014, 40.50 
1/23/2014, 40.00 
1/24/2014, 40.00 
1/27/2014, 39.75 
1/28/2014, 39.50 
1/29/2014, 39.00 
1/30/2014, 39.25 
1/31/2014, 39.50 
2/3/2014, 39.00 
2/4/2014, 39.00 
2/5/2014, 39.25 
2/6/2014, 39.75 
2/7/2014, 39.00 
2/10/2014, 38.75 
2/11/2014, 38.75 
2/12/2014, 38.50 
2/13/2014, 39.75 
2/17/2014, 39.25 
2/18/2014, 39.75 
2/19/2014, 39.00 
2/20/2014, 38.25 
2/21/2014, 38.25 
2/24/2014, 38.50 
2/25/2014, 38.00 
2/26/2014, 38.75 
2/27/2014, 39.25 
2/28/2014, 40.00 
3/3/2014, 40.50 
3/4/2014, 41.00 
3/5/2014, 40.50 
3/6/2014, 40.50 
3/7/2014, 40.00 
3/10/2014, 41.75 
3/11/2014, 41.75 
3/12/2014, 42.00 
3/13/2014, 42.25 
3/14/2014, 42.50 
3/17/2014, 43.50 
3/18/2014, 43.25 
3/19/2014, 42.75 
3/20/2014, 43.25 
3/21/2014, 43.50 
3/24/2014, 43.00 
3/25/2014, 42.75 
3/26/2014, 42.00 
3/27/2014, 42.75 
3/28/2014, 43.50 
3/31/2014, 43.75 
4/1/2014, 44.00 
4/2/2014, 44.50 
4/3/2014, 44.50 
4/4/2014, 43.75 
4/8/2014, 44.00 
4/9/2014, 44.00 
4/10/2014, 44.00 
4/11/2014, 43.50 
4/16/2014, 44.75 
4/17/2014, 44.50 
4/18/2014, 44.50 
4/21/2014, 44.00 
4/22/2014, 43.75 
4/23/2014, 44.00 
4/24/2014, 43.75 
4/25/2014, 42.50 
4/28/2014, 42.75 
4/29/2014, 42.00 
4/30/2014, 43.50 
5/2/2014, 43.00 
5/6/2014, 43.75 
5/7/2014, 43.00 
5/8/2014, 42.50 
5/9/2014, 42.25 
5/12/2014, 42.25 
5/14/2014, 42.75 
5/15/2014, 43.75 
5/16/2014, 44.00 
5/19/2014, 43.50 
5/20/2014, 43.50 
5/21/2014, 43.75 
5/22/2014, 43.50 
5/23/2014, 43.50 
5/26/2014, 44.75 
5/27/2014, 45.00 
5/28/2014, 45.75 
5/29/2014, 45.50 
5/30/2014, 46.00 
6/2/2014, 46.00 
6/3/2014, 46.00 
6/4/2014, 45.50 
6/5/2014, 45.25 
6/6/2014, 45.25 
6/9/2014, 46.00 
6/10/2014, 46.00 
6/11/2014, 45.00 
6/12/2014, 45.50 
6/13/2014, 46.25 
6/16/2014, 47.50 
6/17/2014, 47.25 
6/18/2014, 48.00 
6/19/2014, 48.00 
6/20/2014, 48.00 
6/23/2014, 48.25 
6/24/2014, 48.00 
6/25/2014, 47.75 
6/26/2014, 48.00 
6/27/2014, 48.00 
6/30/2014, 46.50 
7/2/2014, 46.75 
7/3/2014, 46.50 
7/4/2014, 46.50 
7/7/2014, 47.00 
7/8/2014, 47.00 
7/9/2014, 47.00 
7/10/2014, 47.50 
7/14/2014, 47.25 
7/15/2014, 47.75 
7/16/2014, 47.75 
7/17/2014, 47.50 
7/18/2014, 47.25 
7/21/2014, 46.00 
7/22/2014, 47.00 
7/23/2014, 46.75 
7/24/2014, 47.25 
7/25/2014, 47.75 
7/28/2014, 47.50 
7/29/2014, 46.75 
7/30/2014, 46.25 
7/31/2014, 46.50 
8/1/2014, 47.25 
8/4/2014, 47.25 
8/5/2014, 46.75 
8/6/2014, 46.75 
8/7/2014, 46.00 
8/8/2014, 46.50 
8/13/2014, 46.00 
8/14/2014, 45.75 
8/15/2014, 45.75 
8/18/2014, 45.75 
8/19/2014, 45.50 
8/20/2014, 45.75 
8/21/2014, 45.75 
8/22/2014, 46.50 
8/25/2014, 47.00 
8/26/2014, 47.75 
8/27/2014, 47.50 
8/28/2014, 47.50 
8/29/2014, 47.25 
9/1/2014, 46.50 
9/2/2014, 46.75 
9/3/2014, 46.50 
9/4/2014, 46.25 
9/5/2014, 45.75 
9/8/2014, 45.50 
9/9/2014, 45.50 
9/10/2014, 45.50 
9/11/2014, 45.25 
9/12/2014, 45.50 
9/15/2014, 44.75 
9/16/2014, 44.75 
9/17/2014, 44.75 
9/18/2014, 44.75 
9/19/2014, 45.00 
9/22/2014, 45.00 
9/23/2014, 45.25 
9/24/2014, 45.25 
9/25/2014, 45.50 
9/26/2014, 45.00 
9/29/2014, 44.75 
9/30/2014, 44.75 
10/1/2014, 43.50 
10/2/2014, 43.25 
10/3/2014, 43.25 
10/6/2014, 43.75 
10/7/2014, 43.50 
10/8/2014, 44.25 
10/9/2014, 44.00 
10/10/2014, 43.75 
10/13/2014, 43.75 
10/14/2014, 43.75 
10/15/2014, 43.75 
10/16/2014, 43.75 
10/17/2014, 43.75 
10/20/2014, 43.50 
10/21/2014, 43.50 
10/22/2014, 44.25 
10/24/2014, 44.00 
10/27/2014, 44.50 
10/28/2014, 44.75 
10/29/2014, 45.25 
10/30/2014, 45.50 
10/31/2014, 45.75 
11/3/2014, 45.25 
11/4/2014, 45.00 
11/5/2014, 44.50 
11/6/2014, 42.50 
11/7/2014, 42.25 
11/10/2014, 43.00 
11/11/2014, 42.75 
11/12/2014, 43.25 
11/13/2014, 43.50 
11/14/2014, 43.50 
11/17/2014, 43.50 
11/18/2014, 43.00 
11/19/2014, 42.00 
11/20/2014, 42.75 
11/21/2014, 42.75 
11/24/2014, 43.50 
11/25/2014, 43.25 
11/26/2014, 44.00 
11/27/2014, 44.00 
11/28/2014, 44.00 
12/1/2014, 43.75 
12/2/2014, 43.50 
12/3/2014, 43.25 
12/4/2014, 42.75 
12/8/2014, 42.25 
12/9/2014, 41.50 
12/11/2014, 40.75 
12/12/2014, 40.00 
12/15/2014, 39.25 
12/16/2014, 39.50 
12/17/2014, 41.00 
12/18/2014, 41.25 
12/19/2014, 41.75 
12/22/2014, 41.50 
12/23/2014, 41.50 
12/24/2014, 40.75 
12/25/2014, 41.75 
12/26/2014, 40.75 
12/29/2014, 42.50 
12/30/2014, 42.50 
1/5/2015, 42.25 
1/6/2015, 43.25 
1/7/2015, 43.25 
1/8/2015, 42.25 
1/9/2015, 42.75 
1/12/2015, 43.00 
1/13/2015, 42.75 
1/14/2015, 43.00 
1/15/2015, 43.00 
1/16/2015, 43.00 
1/19/2015, 41.50 
1/20/2015, 42.00 
1/21/2015, 42.25 
1/22/2015, 42.50 
1/23/2015, 42.00 
1/26/2015, 41.75 
1/27/2015, 41.25 
1/28/2015, 41.25 
1/29/2015, 41.50 
1/30/2015, 41.75 
2/2/2015, 42.25 
2/3/2015, 42.25 
2/4/2015, 42.00 
2/5/2015, 42.00 
2/6/2015, 41.50 
2/9/2015, 41.25 
2/10/2015, 41.25 
2/11/2015, 41.75 
2/12/2015, 41.50 
2/13/2015, 41.00 
2/16/2015, 40.75 
2/17/2015, 41.00 
2/18/2015, 40.00 
2/19/2015, 40.25 
2/20/2015, 40.50 
2/23/2015, 40.50 
2/24/2015, 40.50 
2/25/2015, 40.75 
2/26/2015, 40.00 
2/27/2015, 39.50 
3/2/2015, 39.50 
3/3/2015, 39.50 
3/5/2015, 39.50 
3/6/2015, 38.00 
3/9/2015, 38.25 
3/10/2015, 39.00 
3/11/2015, 38.75 
3/12/2015, 39.00 
3/13/2015, 38.50 
3/16/2015, 38.25 
3/17/2015, 38.25 
3/18/2015, 38.25 
3/19/2015, 38.25 
3/20/2015, 38.25 
3/23/2015, 38.00 
3/24/2015, 38.00 
3/25/2015, 37.50 
3/26/2015, 38.00 
3/27/2015, 40.00 
3/30/2015, 41.00 
3/31/2015, 41.75 
4/1/2015, 40.00 
4/2/2015, 40.25 
4/3/2015, 42.00 
4/7/2015, 42.00 
4/8/2015, 42.25 
4/9/2015, 42.75 
4/10/2015, 42.75 
4/16/2015, 42.00 
4/17/2015, 42.50 
4/20/2015, 42.75 
4/21/2015, 42.25 
4/22/2015, 43.25 
4/23/2015, 44.00 
4/24/2015, 43.25 
4/27/2015, 42.75 
4/28/2015, 41.75 
4/29/2015, 42.00 
4/30/2015, 42.25 
5/6/2015, 41.75 
5/7/2015, 42.75 
5/8/2015, 43.00 
5/11/2015, 42.50 
5/12/2015, 44.50 
5/13/2015, 44.75 
5/14/2015, 46.00 
5/15/2015, 45.50 
5/18/2015, 45.50 
5/19/2015, 46.75 
5/20/2015, 47.00 
5/21/2015, 47.25 
5/22/2015, 46.25 
5/25/2015, 45.75 
5/26/2015, 45.75 
5/27/2015, 45.75 
5/28/2015, 45.75 
5/29/2015, 44.75 
6/2/2015, 45.00 
6/3/2015, 46.25 
6/4/2015, 46.00 
6/5/2015, 46.00 
6/8/2015, 45.50 
6/9/2015, 46.00 
6/10/2015, 47.00 
6/11/2015, 46.75 
6/12/2015, 46.25 
6/15/2015, 46.25 
6/16/2015, 46.50 
6/17/2015, 46.25 
6/18/2015, 45.00 
6/19/2015, 46.25 
6/22/2015, 45.75 
6/23/2015, 46.00 
6/24/2015, 45.75 
6/25/2015, 46.00 
6/26/2015, 46.00 
6/29/2015, 46.25 
6/30/2015, 46.75 
7/2/2015, 46.00 
7/3/2015, 45.75 
7/6/2015, 45.75 
7/7/2015, 45.50 
7/8/2015, 45.75 
7/9/2015, 46.50 
7/10/2015, 46.50 
7/13/2015, 46.25 
7/14/2015, 46.75 
7/15/2015, 46.75 
7/16/2015, 46.25 
7/17/2015, 45.75 
7/20/2015, 45.75 
7/21/2015, 46.00 
7/22/2015, 46.50 
7/23/2015, 46.50 
7/24/2015, 45.75 
7/27/2015, 45.25 
7/28/2015, 47.00 
7/29/2015, 48.00 
7/31/2015, 47.75 
8/3/2015, 47.75 
8/4/2015, 48.75 
8/5/2015, 48.75 
8/6/2015, 48.25 
8/7/2015, 48.25 
8/10/2015, 49.75 
8/11/2015, 50.50 
8/13/2015, 50.50 
8/14/2015, 50.25 
8/17/2015, 49.25 
8/18/2015, 48.50 
8/19/2015, 48.00 
8/20/2015, 47.50 
8/21/2015, 46.50 
8/24/2015, 47.50 
8/25/2015, 47.00 
8/26/2015, 49.25 
8/27/2015, 49.75 
8/28/2015, 51.00 
8/31/2015, 50.50 
9/1/2015, 51.25 
9/2/2015, 50.25 
9/3/2015, 49.25 
9/4/2015, 50.00 
9/7/2015, 50.50 
9/8/2015, 50.00 
9/9/2015, 50.25 
9/10/2015, 49.25 
9/11/2015, 50.00 
9/14/2015, 49.25 
9/15/2015, 49.50 
9/16/2015, 49.75 
9/17/2015, 49.50 
9/18/2015, 49.50 
9/21/2015, 49.25 
9/22/2015, 49.00 
9/23/2015, 49.25 
9/24/2015, 49.75 
9/25/2015, 48.25 
9/28/2015, 47.50 
9/29/2015, 47.75 
9/30/2015, 49.00 
10/1/2015, 49.00 
10/2/2015, 50.00 
10/5/2015, 50.25 
10/6/2015, 50.50 
10/7/2015, 50.50 
